Municipality,Region,Population,Census,Election Year,Candidate Name,Sex,Age,Position,Winner,ID Number,Size of Council,Number of Votes Obtained,Total Votes in Election,Eligible Voters,Campaign Spending,Type of Election,Incumbent,Years of Service,Acclaimed/Elected,,,,,,
North River,1,570,2016,2017,"Morrissey, Joanne",2,.,3,1,,7,154,294,508,,1,.,.,2,,,,,,
North River,1,570,2016,2017,"Lundrigan, Tracy",2,.,3,2,,7,81,294,508,,1,.,.,3,,,,,,
North River,1,570,2016,2017,"Parsons, Lisa",2,.,3,2,,7,73,294,508,,1,.,.,3,,,,,,
North West River,4,492,2006,2009,"Chaulk, Desmond",1,2,3,1,,7,1,1,1,,4,2,0,1,,,,,,
North West River,4,492,2006,2009,"Montague, Desmond",1,3,3,1,,7,1,1,1,,4,2,0,1,,,,,,
North West River,4,492,2006,2009,"McLearn, Ernest",1,3,3,1,,7,1,1,1,,4,1,8,1,,,,,,
North West River,4,492,2006,2009,"Williams, Waylon",1,5,3,1,,7,1,1,1,,4,2,0,1,,,,,,
North West River,4,492,2006,2009,"Michelin, Marilyn",2,5,3,1,,7,1,1,1,,4,2,0,1,,,,,,
North West River,4,492,2006,2009,"Goodfellow-Baikie, Robin",2,4,3,1,,7,1,1,1,,4,2,0,1,,,,,,
North West River,4,492,2006,2009,"Hillier, Wendy",2,3,3,1,,7,1,1,1,,4,2,0,1,,,,,,
North West River,4,553,2011,2013,"Lyall, Ralph",1,5,3,1,,7,1,1,1,,2,1,2,1,,,,,,
North West River,4,553,2011,2013,"Williams, Arthur",1,5,3,1,,7,1,1,1,,2,2,14,1,,,,,,
North West River,4,553,2011,2013,"Beals, Glendene",2,.,3,1,,7,1,1,1,,2,2,0,2,,,,,,
North West River,4,553,2011,2013,"Goodfellow-Baikie, Robin",2,3,3,1,,7,1,1,1,,2,1,4,1,,,,,,
North West River,4,553,2011,2013,"Michelin, Estelle",2,5,3,1,,7,1,1,1,,2,1,2,1,,,,,,
North West River,4,553,2011,2013,"Michelin, Marilyn",2,.,3,1,,7,1,1,1,,2,2,2,2,,,,,,
North West River,4,553,2011,2013,"Mitchell, Kimberely",2,.,3,1,,7,1,1,1,,2,2,0,2,,,,,,
North West River,4,553,2011,2013,"Pillay, Ruban",2,.,3,2,,7,1,1,1,,2,2,0,3,,,,,,
North West River,4,547,2016,2017,"Keiser, Dave",1,3,3,1,,7,1,1,1,,4,1,.,1,,,,,,
North West River,4,547,2016,2017,"Blake, Kerri Lynn",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
North West River,4,547,2016,2017,"Blake, Melanie",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
North West River,4,547,2016,2017,"Parsons, Janice",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
North West River,4,547,2016,2017,"Parsons, Amy",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
North West River,4,547,2016,2017,"Saunders-Cooper, Carla",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Northern Arm,2,385,2006,2009,"Clarke, Horace",1,.,3,2,,7,45,138,344,,1,1,8,3,,,,,,
Northern Arm,2,385,2006,2009,"Chaytor, Peter",1,.,3,1,,7,103,138,344,,1,2,0,2,,,,,,
Northern Arm,2,385,2006,2009,"Wheeler, Roy",1,.,3,1,,7,49,138,344,,1,1,8,2,,,,,,
Northern Arm,2,385,2006,2009,"Dean, Audrey",2,.,3,1,,7,85,138,344,,1,1,4,2,,,,,,
Northern Arm,2,385,2006,2009,"Hancock, Deanna Gail",2,.,3,1,,7,112,138,344,,1,2,18,2,,,,,,
Northern Arm,2,385,2006,2009,"Dawe, Janice",2,.,3,1,,7,88,138,344,,1,2,0,2,,,,,,
Northern Arm,2,385,2006,2009,"Humphries, Marion",2,.,3,1,,7,90,138,344,,1,1,4,2,,,,,,
Northern Arm,2,385,2006,2009,"Brown, Sadie",2,.,3,1,,7,102,138,344,,1,2,4,2,,,,,,
Northern Arm,2,397,2011,2013,"Butler, Fred",1,5,3,1,,7,1,7,.,,1,2,4,1,,,,,,
Northern Arm,2,397,2011,2013,"Chayter, Peter",1,4,3,1,,7,1,7,.,,1,1,4,1,,,,,,
Northern Arm,2,397,2011,2013,"Diamond, William",1,5,3,1,,7,1,7,.,,1,2,0,1,,,,,,
Northern Arm,2,397,2011,2013,"Parsons, Sandy",1,5,3,1,,7,1,7,.,,1,1,4,1,,,,,,
Northern Arm,2,397,2011,2013,"Wheeler, Roy",1,5,3,1,,7,1,7,.,,1,1,9,1,,,,,,
Northern Arm,2,397,2011,2013,"Black, Vida",2,5,3,1,,7,1,7,.,,1,2,4,1,,,,,,
Northern Arm,2,397,2011,2013,"Brown, Sadie",2,5,3,1,,7,1,7,.,,1,1,8,1,,,,,,
Northern Arm,2,426,2016,2017,"Butler, Fred",1,5,3,1,,7,1,1,1,,1,1,.,1,,,,,,
Northern Arm,2,426,2016,2017,"Hunter, Lloyd",1,5,3,1,,7,1,1,1,,1,2,.,1,,,,,,
Northern Arm,2,426,2016,2017,"Mercer, Brian",1,4,3,1,,7,1,1,1,,1,2,.,1,,,,,,
Northern Arm,2,426,2016,2017,"Tremblett, Michael",1,5,3,1,,7,1,1,1,,1,2,.,1,,,,,,
Northern Arm,2,426,2016,2017,"Pope, Calvin",1,5,3,1,,7,1,1,1,,2,2,.,1,,,,,,
Northern Arm,2,426,2016,2017,"Mercer, Debbie",2,4,3,1,,7,1,1,1,,1,2,.,1,,,,,,
Northern Arm,2,426,2016,2017,"Brent, Stacey",2,2,3,1,,7,1,1,1,,2,2,.,1,,,,,,
Old Perlican,1,676,2006,2009,"Pike, Alex J.",1,4,3,2,,7,79,345,524,,1,1,22,3,,,,,,
Old Perlican,1,676,2006,2009,"Power, Brendan",1,4,3,2,,7,119,345,524,,1,1,12,3,,,,,,
Old Perlican,1,676,2006,2009,"Butt, Donald",1,4,3,1,,7,140,345,524,,1,1,12,2,,,,,,
Old Perlican,1,676,2006,2009,"Nel, Gert",1,3,3,1,,7,248,345,524,,1,2,0,2,,,,,,
Old Perlican,1,676,2006,2009,"Cram, Fred E.",1,5,3,2,,7,140,345,524,,1,1,14,3,,,,,,
Old Perlican,1,676,2006,2009,"Strong, Harry L.",1,4,3,1,,7,143,345,524,,1,2,21,2,,,,,,
Old Perlican,1,676,2006,2009,"Button, Harvey",1,5,3,2,,7,118,345,524,,1,1,20,3,,,,,,
Old Perlican,1,676,2006,2009,"Thome, Kenneth",1,3,3,2,,7,112,345,524,,1,2,0,3,,,,,,
Old Perlican,1,676,2006,2009,"Button, Bruce R.",1,5,3,1,,7,145,345,524,,1,2,5,2,,,,,,
Old Perlican,1,676,2006,2009,"Strong, Ronald",1,5,3,1,,7,144,345,524,,1,2,12,2,,,,,,
Old Perlican,1,676,2006,2009,"Mills, Thomas B.",1,5,3,1,,7,162,345,524,,1,1,1,2,,,,,,
Old Perlican,1,676,2006,2009,"Cram, Rosalyn",2,5,3,1,,7,160,345,524,,1,1,8,2,,,,,,
Old Perlican,1,661,2011,2013,"Payne, Chad",1,.,3,1,,7,117,288,492,,1,2,.,2,,,,,,
Old Perlican,1,661,2011,2013,"Blundon, Christopher",1,2,3,2,,7,110,288,492,,1,2,.,3,,,,,,
Old Perlican,1,661,2011,2013,"Morgan, Clifford",1,.,3,1,,7,160,288,492,,1,2,.,2,,,,,,
Old Perlican,1,661,2011,2013,"Squires, Cyril",1,.,3,1,,7,120,288,492,,1,2,.,2,,,,,,
Old Perlican,1,661,2011,2013,"Arnott, Hubert",1,5,3,1,,7,181,288,492,,1,1,.,2,,,,,,
Old Perlican,1,661,2011,2013,"Button, Robert",1,5,3,1,,7,223,288,492,,1,1,.,2,,,,,,
Old Perlican,1,661,2011,2013,"Hopkins, William",1,.,3,1,,7,165,288,492,,1,2,.,2,,,,,,
Old Perlican,1,661,2011,2013,"March, Dana",2,2,3,1,,7,156,288,492,,1,2,.,2,,,,,,
Old Perlican,1,661,2011,2013,"Carnell, Kim",2,3,3,2,,7,43,288,492,,1,2,.,3,,,,,,
Old Perlican,1,633,2016,2017,"Blundon, Christopher",1,.,3,2,,7,74,315,451,,1,.,.,3,,,,,,
Old Perlican,1,633,2016,2017,"Bursey, Clarence",1,.,3,2,,7,89,315,451,,1,.,.,3,,,,,,
Old Perlican,1,633,2016,2017,"Button, Harvey",1,.,3,1,,7,174,315,451,,1,.,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Hopkins, W. Carl",1,.,3,1,,7,154,315,451,,1,.,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Morgan, Clifford",1,.,3,1,,7,105,315,451,,1,.,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Payne, Chad",1,.,3,2,,7,97,315,451,,1,.,.,3,,,,,,
Old Perlican,1,633,2016,2017,"Power, Brendon",1,.,3,1,,7,138,315,451,,1,.,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Squires, Bruce",1,.,3,2,,7,47,315,451,,1,.,.,3,,,,,,
Old Perlican,1,633,2016,2017,"Tizzard, Roger",1,.,3,1,,7,139,315,451,,1,.,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Bursey, Melissa",2,3,3,1,,7,150,315,451,,1,2,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Fagner, Dana",2,3,3,2,,7,104,315,451,,1,2,.,3,,,,,,
Old Perlican,1,633,2016,2017,"Sparkes, Lori",2,3,3,1,,7,120,315,451,,1,2,.,2,,,,,,
Old Perlican,1,633,2016,2017,"Squires, Tammy",2,3,3,2,,7,100,315,451,,1,2,.,3,,,,,,
Pacquet,2,210,2006,2009,"Burton, Chris",1,.,3,1,,5,1,1,1,,2,1,4,1,,,,,,
Pacquet,2,210,2006,2009,"Greenham, Claude",1,.,3,1,,5,1,1,1,,2,2,0,1,,,,,,
Pacquet,2,210,2006,2009,"Gillingham, Eunice",2,3,3,1,,5,1,1,1,,2,1,2,1,,,,,,
Pacquet,2,184,2011,2013,"Burton, Chris",1,3,3,1,,5,1,5,.,,3,1,.,1,,,,,,
Pacquet,2,184,2011,2013,"Bath, Georgina",2,5,3,1,,5,1,5,.,,3,1,.,1,,,,,,
Pacquet,2,184,2011,2013,"Greenham, Amy",2,2,3,1,,5,1,5,.,,3,2,.,1,,,,,,
Pacquet,2,184,2011,2013,"Greenham, Juanita",2,4,3,1,,5,1,5,.,,3,2,.,1,,,,,,
Pacquet,2,184,2011,2013,"Norman, Vera",2,5,3,1,,5,1,5,.,,3,1,3,1,,,,,,
Pacquet,2,164,2016,2017,"Stead, John",1,5,3,1,,5,1,1,1,,4,2,.,1,,,,,,
Pacquet,2,164,2016,2017,"Norman, Vera",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Pacquet,2,164,2016,2017,"Greenham, Amy",2,2,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Paradise,1,"12,584",2006,2009,"Bobett, Dan",1,4,3,1,,6,"1,783","3,636","9,647",,1,1,4,2,,,,,,
Paradise,1,"12,584",2006,2009,"Thomhill, Fred",1,5,3,2,,6,"1,459","3,636","9,647",,1,1,16,3,,,,,,
Paradise,1,"12,584",2006,2009,"Earle, Jerry",1,5,3,2,,6,"1,237","3,636","9,647",,1,2,0,3,,,,,,
Paradise,1,"12,584",2006,2009,"Coombs, Kurtis",1,4,1,2,,6,"1,818","3,636","9,647",,1,2,0,3,,,,,,
Paradise,1,"12,584",2006,2009,"Langdon, Oliver",1,1,3,2,,6,"1,628","3,636","9,647",,1,2,0,3,,,,,,
Paradise,1,"12,584",2006,2009,"Wiseman, Ralph",1,5,1,1,,6,"1,818","3,636","9,647",,1,1,4,2,,,,,,
Paradise,1,"12,584",2006,2009,"Willis, Sterling",1,3,3,1,,6,"1,764","3,636","9,647",,1,1,20,2,,,,,,
Paradise,1,"12,584",2006,2009,"Burton, Vince",1,5,3,1,,6,"1,910","3,636","9,647",,1,2,0,2,,,,,,
Paradise,1,"12,584",2006,2009,"Hussey, Debbie",2,4,3,2,,6,"1,330","3,636","9,647",,1,2,0,3,,,,,,
Paradise,1,"12,584",2006,2009,"Quilty, Deborah",2,2,3,1,,6,"1,860","3,636","9,647",,1,1,16,2,,,,,,
Paradise,1,"12,584",2006,2009,"Laurie, Elizabeth",2,5,3,1,,6,"2,072","3,636","9,647",,1,2,0,2,,,,,,
Paradise,1,"12,584",2006,2009,"English, Allan",1,5,3,1,,6,"2,164","3,636","9,647",,1,1,4,2,,,,,,
Paradise,1,"21,389",2016,2017,"Antle, Sheldon",1,.,3,2,,7,"1,517","5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Carew, Glen",1,.,3,2,,7,"1,238","5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Dawe, Scott",1,.,3,2,,7,"1,533","5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Dinn, Paul",1,.,3,1,,7,"2,417","5,258","12,641",,1,.,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"English, Allan",1,.,3,1,,7,"2,765","5,258","12,641",,1,.,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"Farrell, Neil",1,.,3,2,,7,"1,162","5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Kelly, Tony",1,.,3,2,,7,560,"5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Lawrence, Reggie",1,.,3,2,,7,956,"5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Martin, Patrick",1,.,3,1,,7,"1,842","5,258","12,641",,1,.,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"Pittman, Anthony",1,.,3,2,,7,292,"5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Thornhill, Jamie",1,.,3,2,,7,591,"5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Willis, Sterling",1,.,3,1,,7,"1,807","5,258","12,641",,1,.,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"Bobbett, Dan",1,4,1,1,,7,"4,111","5,258","12,641",,1,1,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"Roberts, John",1,4,1,2,,7,"1,147","5,258","12,641",,1,2,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Bennett, Coreen",2,.,3,2,,7,"1,761","5,258","12,641",,1,.,.,3,,,,,,
Paradise,1,"21,389",2016,2017,"Laurie, Elizabeth",2,.,3,1,,7,"2,554","5,258","12,641",,1,.,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"Quilty, Deborah",2,.,3,1,,7,"2,128","5,258","12,641",,1,.,.,2,,,,,,
Paradise,1,"21,389",2016,2017,"Street, Kimberley",2,.,3,2,,7,"1,568","5,258","12,641",,1,.,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"English, Allan",1,.,1,2,,7,"2,094","4,946","14,000",,1,1,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Bobbett, Dan",1,.,1,1,,7,"2,368","4,946","14,000",,1,1,.,2,,,,,,
Paradise ,1,"17,695",2011,2013,"Power, Darryl",1,.,1,2,,7,101,"4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Coombs, Kurtis",1,.,1,2,,7,383,"4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Dinn, Paul",1,.,3,1,,7,"2,810","4,946","14,000",,1,2,.,2,,,,,,
Paradise ,1,"17,695",2011,2013,"Lester, Jordan",1,.,3,2,,7,802,"4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Burton, Vince",1,.,3,1,,7,"2,715","4,946","14,000",,1,1,.,2,,,,,,
Paradise ,1,"17,695",2011,2013,"Dawe, Scott",1,.,3,2,,7,"1,707","4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Martin, Patrick",1,.,3,1,,7,"2,363","4,946","14,000",,1,2,.,2,,,,,,
Paradise ,1,"17,695",2011,2013,"Willis, Sterling",1,.,3,1,,7,"2,095","4,946","14,000",,1,1,.,2,,,,,,
Paradise ,1,"17,695",2011,2013,"Callahan, Chris",1,.,3,2,,7,"1,653","4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Hounsell, Sandy",1,.,3,2,,7,"1,374","4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Laurie, Elizabeth",2,.,3,1,,7,"2,793","4,946","14,000",,1,1,.,2,,,,,,
Paradise ,1,"17,695",2011,2013,"Clarke, Jeanne",2,4,3,2,,7,"1,742","4,946","14,000",,1,2,.,3,,,,,,
Paradise ,1,"17,695",2011,2013,"Quilty, Deborah",2,.,3,1,,7,"2,462","4,946","14,000",,1,1,.,2,,,,,,
Parkers Cove,1,301,2011,2013,"Abbott, Ambrose",1,.,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Parkers Cove,1,301,2011,2013,"Murphy, Harold",1,.,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Parkers Cove,1,301,2011,2013,"Murphy, Jamie",1,.,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Parkers Cove,1,301,2011,2013,"Brushett, John",1,.,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Parkers Cove,1,301,2011,2013,"Murphy-Abbott, Lynette",2,3,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Parker's Cove,1,308,2006,2009,"Murphy, Alex",1,4,3,2,,5,0,75,241,,1,2,.,3,,,,,,
Parker's Cove,1,308,2006,2009,"Abbott, Ambrose",1,4,3,1,,5,55,75,241,,1,1,.,2,,,,,,
Parker's Cove,1,308,2006,2009,"Synard, Cyril",1,3,3,1,,5,59,75,241,,1,1,.,2,,,,,,
Parker's Cove,1,308,2006,2009,"Murphy, Harold",1,4,3,1,,5,60,75,241,,1,2,.,2,,,,,,
Parker's Cove,1,308,2006,2009,"Murphy, Jamie",1,3,3,1,,5,66,75,241,,1,1,.,2,,,,,,
Parker's Cove,1,308,2006,2009,"Murphy, Christina",2,2,3,1,,5,52,75,241,,1,1,.,2,,,,,,
Parker's Cove,1,248,2016,2017,"Murphy, Harold",1,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parker's Cove,1,248,2016,2017,"Murphy, Jamie",1,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parker's Cove,1,248,2016,2017,"Abbott, Ambrose",1,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parker's Cove,1,248,2016,2017,"Murphy, Christina",2,3,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parker's Cove,1,248,2016,2017,"Murphy-Abbott, Lynette",2,3,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parson's Pond,3,387,2006,2009,"Payne, Otto",1,,3,1,,7,1,1,1,,2,2,.,1,,,,,,
Parson's Pond,3,387,2006,2009,"Shears, Adelaide",2,,3,1,,7,1,1,1,,2,2,.,1,,,,,,
Parson's Pond,3,387,2006,2009,"Biggin, Brenda",2,,3,1,,7,1,1,1,,2,1,.,1,,,,,,
Parson's Pond,3,387,2006,2009,"Cynthia, Caines",2,,3,1,,7,1,1,1,,2,2,.,1,,,,,,
Parson's Pond,3,478,2011,2013,"Payne, Otto",1,5,3,1,,5,42,.,.,,1,1,.,2,,,,,,
Parson's Pond,3,478,2011,2013,"Parsons, Paul",1,4,3,1,,5,49,.,.,,1,2,.,2,,,,,,
Parson's Pond,3,478,2011,2013,"Shears, Adelaide",2,5,3,2,,5,31,.,.,,1,1,.,3,,,,,,
Parson's Pond,3,478,2011,2013,"Biggin, Brenda",2,5,3,1,,5,76,.,.,,1,1,.,2,,,,,,
Parson's Pond,3,478,2011,2013,"Caines, Cynthia",2,5,3,2,,5,33,.,.,,1,1,.,3,,,,,,
Parson's Pond,3,478,2011,2013,"Payne, Robin",2,.,3,1,,5,71,.,.,,1,2,.,2,,,,,,
Parson's Pond,3,478,2011,2013,"Payne, Susan",2,.,3,1,,5,59,.,.,,1,2,.,2,,,,,,
Parson's Pond,3,345,2016,2017,"Biggin, Brenda",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parson's Pond,3,345,2016,2017,"Payne, Robin",2,3,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Parson's Pond,3,345,2016,2017,"Biggin, Merika",2,3,3,1,,5,1,1,1,,4,2,.,1,,,,,,
Pasadena,3,"3,180",2006,2009,"Walsh, Barry",1,,3,1,,7,702,"1,409","2,571",,1,2,.,2,,,,,,
Pasadena,3,"3,180",2006,2009,"Pike, Brian",1,,3,2,,7,241,"1,409","2,571",,1,2,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Anthony, Derrick",1,,3,1,,7,768,"1,409","2,571",,1,2,.,2,,,,,,
Pasadena,3,"3,180",2006,2009,"Beattle, Doug",1,,3,2,,7,407,"1,409","2,571",,1,1,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Bishop, Gary",1,,1,1,,7,903,"1,409","2,571",,1,1,.,2,,,,,,
Pasadena,3,"3,180",2006,2009,"Stephen, Jan",1,,1,2,,7,485,"1,409","2,571",,1,2,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Whiffen, Larry",1,,3,2,,7,595,"1,409","2,571",,1,2,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Turner, Malcom",1,,3,2,,7,397,"1,409","2,571",,1,1,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Lehr, Nathan",1,,3,2,,7,403,"1,409","2,571",,1,1,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Goulding, Otto",1,,3,1,,7,727,"1,409","2,571",,1,2,.,2,,,,,,
Pasadena,3,"3,180",2006,2009,"Wheaton, Thomas",1,,3,1,,7,695,"1,409","2,571",,1,1,.,2,,,,,,
Pasadena,3,"3,180",2006,2009,"Murphy, Francine",2,3,3,2,,7,374,"1,409","2,571",,1,2,.,3,,,,,,
Pasadena,3,"3,180",2006,2009,"Walsh, Gemma",2,4,3,1,,7,"1,157","1,409","2,571",,1,2,.,2,,,,,,
Pasadena,3,"3,180",2006,2009,"Evans, Sharon",2,4,3,1,,7,769,"1,409","2,571",,1,2,.,2,,,,,,
Pasadena,3,"3,352",2011,2013,"Goulding, Otto",1,5,1,1,,7,597,.,.,,1,2,4,2,,,,,,
Pasadena,3,"3,352",2011,2013,"Wheaton, Tom",1,5,1,2,,7,466,.,.,,1,2,0,3,,,,,,
Pasadena,3,"3,352",2011,2013,"Walsh, Barry",1,.,3,1,,7,1,1,1,,4,1,8,1,,,,,,
Pasadena,3,"3,352",2011,2013,"Decker, David",1,.,3,1,,7,1,1,1,,4,2,4,1,,,,,,
Pasadena,3,"3,352",2011,2013,"Anthony, Derrick",1,.,3,1,,7,1,1,1,,4,1,0,1,,,,,,
Pasadena,3,"3,352",2011,2013,"Hillier, Keith",1,.,3,1,,7,1,1,1,,4,2,4,1,,,,,,
Pasadena,3,"3,352",2011,2013,"Turner, Malcolm",1,.,3,1,,7,1,1,1,,4,2,12,1,,,,,,
Pasadena,3,"3,352",2011,2013,"Walsh, Gemma",2,5,3,1,,7,1,1,1,,4,1,20,1,,,,,,
Pasadena,3,"3,620",2016,2017,"Bishop, Gary",1,5,1,1,,7,822,"1,460","2,879",,1,.,.,2,,,,,,
Pasadena,3,"3,620",2016,2017,"Goulding, Otto",1,5,1,2,,7,621,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Anthony, Derrick",1,.,3,1,,7,654,"1,460","2,879",,1,.,.,2,,,,,,
Pasadena,3,"3,620",2016,2017,"Briffett, Paul",1,.,3,2,,7,587,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Cormier, Hal",1,.,3,1,,7,751,"1,460","2,879",,1,.,.,2,,,,,,
Pasadena,3,"3,620",2016,2017,"Evans, Harold",1,.,3,2,,7,347,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Hillier, Keith",1,.,3,2,,7,279,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Hutchings, John",1,.,3,2,,7,481,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Peddle, Skylar",1,.,3,2,,7,483,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Randell, Terry",1,.,3,1,,7,"1,029","1,460","2,879",,1,.,.,2,,,,,,
Pasadena,3,"3,620",2016,2017,"Sparkes, Lester",1,.,3,2,,7,178,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Turner, Malcolm",1,.,3,2,,7,269,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Brake, Carla",2,.,3,1,,7,896,"1,460","2,879",,1,.,.,2,,,,,,
Pasadena,3,"3,620",2016,2017,"Byrde, Doreen",2,.,3,2,,7,121,"1,460","2,879",,1,.,.,3,,,,,,
Pasadena,3,"3,620",2016,2017,"Dillman, Robyn",2,.,3,1,,7,758,"1,460","2,879",,1,.,.,2,,,,,,
Pasadena,3,"3,620",2016,2017,"Walsh, Gemma",2,.,3,1,,7,815,"1,460","2,879",,1,.,.,2,,,,,,
Peterview,2,807,2006,2009,"Samson, James",1,.,1,1,,7,1,1,1,,2,1,16,1,,,,,,
Peterview,2,807,2006,2009,"Brown, Pleman",1,.,3,1,,7,1,1,1,,2,1,4,1,,,,,,
Peterview,2,807,2006,2009,"Hibbs, Angela",2,.,3,1,,7,1,1,1,,2,1,8,1,,,,,,
Peterview,2,807,2006,2009,"Whitt, Geraldine",2,.,3,1,,7,1,1,1,,2,1,12,1,,,,,,
Peterview,2,807,2006,2009,"Osmond, Lillian",2,.,3,1,,7,1,1,1,,2,2,0,1,,,,,,
Peterview,2,807,2006,2009,"Burt, Monnie",2,.,3,1,,7,1,1,1,,2,1,7,1,,,,,,
Peterview,2,809,2011,2013,"Humber, Keith",1,2,3,1,,7,1,7,.,,1,1,10,1,,,,,,
Peterview,2,809,2011,2013,"MacLennan, Michael",1,5,3,1,,7,1,7,.,,1,2,0,1,,,,,,
Peterview,2,809,2011,2013,"Samson, James",1,5,1,1,,7,1,7,.,,1,1,20,1,,,,,,
Peterview,2,809,2011,2013,"Burt, Kelly",2,2,3,1,,7,1,7,.,,1,2,0,1,,,,,,
Peterview,2,809,2011,2013,"Burt, Monnie",2,5,3,1,,7,1,7,.,,1,1,11,1,,,,,,
Peterview,2,809,2011,2013,"Osmond, Lillian",2,5,3,1,,7,1,7,.,,1,1,4,1,,,,,,
Peterview,2,809,2011,2013,"Whitt, Geraldine",2,5,3,1,,7,1,7,.,,1,1,16,1,,,,,,
Peterview,2,828,2016,2017,"Samson, James",1,5,1,1,,7,1,1,1,,4,1,.,1,,,,,,
Peterview,2,828,2016,2017,"Humber, Keith",1,.,3,1,,7,127,214,613,,1,2,.,2,,,,,,
Peterview,2,828,2016,2017,"Samson, Corey",1,.,3,1,,7,175,214,613,,1,2,.,2,,,,,,
Peterview,2,828,2016,2017,"Burt, Monnie",2,.,3,1,,7,138,214,613,,1,2,.,2,,,,,,
Peterview,2,828,2016,2017,"Osmond, Lillian",2,.,3,2,,7,71,214,613,,1,3,.,3,,,,,,
Peterview,2,828,2016,2017,"Sheppard, Vanessa",2,.,3,2,,7,94,214,613,,1,3,.,3,,,,,,
Peterview,2,828,2016,2017,"Taylor, Vicki",2,.,3,1,,7,128,214,613,,1,2,.,2,,,,,,
Peterview,2,828,2016,2017,"Whitt, Geraldine",2,.,3,1,,7,128,214,613,,1,2,.,2,,,,,,
